school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,F,21,R,LE3,T,1,0,health,services,reputation,mother,3,3,2,yes,no,no,yes,no,yes,no,yes,4,4,4,2,4,2,8,11.998040778253376,9.766886520586255,12.776499558441015
GP,M,20,R,GT3,A,1,2,health,services,course,mother,1,2,3,no,no,yes,no,yes,yes,no,no,4,4,4,2,5,2,15,14.845277312154511,7.560433970942329,11.950393830113416
GP,M,21,U,GT3,T,0,1,services,services,reputation,mother,3,2,2,no,no,yes,yes,yes,no,yes,yes,5,4,4,3,2,5,6,14.182386583596276,12.595930654162204,14.943009757964708
GP,F,16,R,GT3,T,1,1,at_home,teacher,course,mother,4,1,2,yes,no,yes,yes,no,yes,no,yes,2,1,5,3,5,5,13,9.905995034068694,18.624751286990524,15.558676063690234
GP,F,15,U,LE3,T,3,0,teacher,at_home,reputation,father,2,2,1,yes,no,no,yes,no,no,no,no,4,5,3,5,5,3,26,10.645421949234954,9.860303968126336,12.335185171632647
MS,F,21,R,LE3,T,1,3,teacher,services,reputation,father,1,2,1,yes,yes,yes,no,no,no,no,yes,2,3,3,2,4,1,5,12.203123430047857,9.938864802134074,13.58251520979509
MS,F,21,R,GT3,T,2,1,services,at_home,reputation,other,1,3,3,no,no,yes,yes,yes,no,no,yes,2,4,3,4,1,4,0,6.389816703943878,11.39851870393057,13.803164823060897
MS,M,16,U,LE3,A,2,3,health,services,home,mother,4,2,0,no,no,no,no,no,no,yes,yes,2,5,5,4,1,4,17,14.46293268547475,16.70918261772323,17.802668447231262
MS,F,17,U,LE3,T,4,3,at_home,other,course,other,3,4,0,no,yes,no,yes,yes,yes,no,yes,1,4,4,1,1,4,11,6.312761569762269,7.04278624382169,7.257616718944469
GP,M,16,U,GT3,T,2,4,services,other,home,other,1,3,3,yes,yes,yes,yes,no,no,yes,no,4,4,3,2,3,2,21,12.044002118056797,14.30947239381182,14.846339329572517
GP,M,20,U,LE3,T,1,0,teacher,other,reputation,mother,3,3,3,yes,yes,no,no,yes,yes,yes,yes,2,5,4,4,1,5,26,9.984859029367753,10.587200406520981,12.487242688804178
GP,M,16,R,GT3,A,2,3,other,health,other,father,4,3,0,no,no,no,yes,yes,no,yes,yes,1,4,2,2,4,5,14,13.736427329353669,10.84589997342735,16.38680279255357
MS,F,16,U,LE3,A,0,0,health,services,home,father,2,1,2,yes,yes,no,yes,no,yes,yes,no,1,1,3,2,3,5,0,5.387479843762444,8.969499841151276,10.741749536890945
MS,F,15,R,GT3,A,2,4,other,health,course,mother,1,3,3,yes,yes,no,yes,yes,yes,yes,yes,3,1,2,4,1,1,14,7.013401512829479,11.253086524646516,10.361453009735563
GP,F,16,U,LE3,T,3,0,services,at_home,reputation,mother,3,2,2,no,no,yes,yes,yes,yes,no,no,3,1,5,2,5,5,14,10.209725045942127,9.05610371023425,11.733713878918724
GP,F,22,U,LE3,A,0,1,teacher,health,home,father,1,4,3,yes,no,yes,no,yes,no,yes,yes,4,2,1,3,4,5,26,13.556531768820335,10.373042742945398,14.122526990976445
MS,M,21,R,GT3,T,4,3,at_home,at_home,other,mother,3,3,3,yes,no,yes,no,yes,no,yes,no,3,4,5,1,4,2,15,12.664794054410223,4.603518020060959,11.35780060727147
MS,F,22,U,LE3,T,3,0,other,at_home,home,mother,3,3,2,yes,no,yes,no,yes,no,yes,yes,4,2,5,5,2,3,20,15.150845980193292,6.798262809069076,12.877583876962541
GP,F,15,U,LE3,A,1,2,at_home,at_home,course,mother,3,4,2,no,yes,yes,no,no,yes,no,no,1,3,5,4,4,4,0,12.323699094802308,13.0101689447895,15.976795128051673
GP,M,18,U,GT3,T,1,0,teacher,health,home,father,4,3,0,no,no,no,no,no,no,yes,no,1,5,3,5,5,2,28,11.946774496456866,15.786680261776029,15.333627197655241
MS,F,17,U,LE3,T,1,3,other,services,other,other,2,1,3,yes,yes,yes,no,yes,no,no,no,4,3,2,1,4,2,2,8.785263178446908,20.0,15.653774087914258
GP,M,22,R,GT3,T,3,4,at_home,health,other,other,1,2,1,no,no,yes,no,no,no,yes,yes,3,2,3,3,2,2,11,11.32988898663938,14.773660972719906,14.83577833479633
GP,M,15,R,LE3,A,3,4,at_home,services,course,mother,2,4,1,no,yes,no,yes,yes,yes,yes,no,3,1,1,3,4,4,27,11.941453681787806,10.455907766051288,12.834762683597688
GP,M,20,U,LE3,T,3,3,other,services,other,father,3,4,3,no,no,no,no,yes,no,no,yes,4,4,5,3,4,2,27,5.835735922701344,6.049105581310854,7.179643716040223
MS,M,18,U,LE3,T,0,1,teacher,at_home,reputation,mother,3,1,3,yes,no,no,no,no,no,no,no,5,4,4,3,2,3,6,9.329341973808473,13.619299290972464,12.003037742132197
MS,M,15,U,LE3,A,0,1,at_home,health,other,father,2,2,3,no,no,yes,no,yes,yes,no,no,3,1,1,4,4,5,4,13.390068471054892,7.642423661063158,13.748354311890301
MS,M,15,R,GT3,T,1,4,services,services,reputation,mother,2,1,2,yes,yes,no,yes,yes,yes,yes,no,2,4,2,4,3,3,27,12.53848008837374,9.57846764636249,12.438912932203564
MS,M,17,R,LE3,T,2,4,other,other,home,father,1,2,1,yes,yes,no,no,yes,yes,no,yes,3,5,1,2,4,5,25,11.240977957196671,14.658082161034157,14.145301474770857
MS,M,21,R,GT3,A,1,3,health,services,reputation,father,3,1,1,no,yes,no,no,no,yes,no,yes,5,5,3,2,1,5,0,10.177677314150358,12.882615059788824,13.96271656629617
MS,F,22,R,LE3,T,4,1,health,other,reputation,other,2,3,1,yes,no,yes,no,no,yes,no,no,1,5,4,1,1,2,0,6.7713360785488215,9.21280517731912,10.826419159085157
MS,F,20,U,LE3,T,0,4,teacher,health,home,mother,4,1,3,no,yes,no,yes,yes,yes,no,no,1,3,3,2,3,2,14,5.47385570388248,6.880801768585654,7.2730765227041845
GP,F,19,U,LE3,T,3,1,services,health,other,other,3,4,2,no,no,no,no,yes,no,no,no,1,1,5,1,4,4,7,11.07993709086967,12.636730463838438,16.0186312788859
GP,F,22,U,LE3,T,0,4,at_home,health,reputation,other,3,4,3,yes,no,yes,yes,yes,no,yes,no,3,5,5,1,5,1,10,16.466835180349005,13.007089746464226,19.140899209572876
GP,M,19,R,GT3,T,3,0,health,services,other,father,1,4,0,yes,no,no,yes,yes,yes,no,no,1,2,1,1,4,3,13,12.110716015659042,16.511585058322513,15.3854079546661
GP,F,15,U,GT3,A,4,2,teacher,teacher,home,mother,4,1,0,no,yes,yes,yes,yes,no,yes,no,5,5,5,3,1,4,28,15.064199306645515,4.5236378957975045,10.55735636987223
GP,M,16,R,GT3,A,4,0,services,services,course,father,1,4,1,no,no,yes,yes,no,yes,no,no,5,3,5,5,2,4,24,8.46993773533484,12.354653613896271,12.49768831513211
GP,F,20,R,GT3,A,0,4,services,services,other,father,4,4,3,no,yes,no,no,no,no,no,no,3,2,2,5,3,3,22,12.849448486555257,14.750304812173118,15.533117471186857
GP,F,18,U,LE3,A,3,2,teacher,at_home,other,father,1,3,0,no,no,yes,yes,no,yes,yes,yes,2,1,2,4,2,3,12,9.888939703524008,10.73926222238629,13.469540535315609
MS,F,16,U,GT3,T,4,2,teacher,at_home,course,mother,4,3,0,yes,no,no,yes,no,yes,yes,no,3,1,3,1,5,5,18,9.773160943473789,7.210020595428566,11.062054832640944
MS,M,16,U,GT3,T,1,4,at_home,services,course,mother,4,2,3,yes,no,no,no,yes,no,yes,yes,1,5,3,3,4,1,11,14.2337688093215,9.225631948183597,12.530886667767922
GP,F,22,R,LE3,T,1,4,teacher,other,home,father,4,2,2,yes,yes,no,yes,yes,no,yes,no,3,2,2,2,5,2,21,11.638659013916504,12.112245932140391,13.18897839895692
GP,M,20,R,LE3,T,3,1,at_home,at_home,other,mother,2,2,3,no,yes,no,yes,no,no,no,yes,5,2,1,2,2,1,18,7.843397406632514,10.538998332327687,10.440452369251359
MS,M,21,U,LE3,T,0,4,at_home,services,other,father,3,1,3,yes,no,yes,yes,no,no,yes,yes,3,5,2,4,4,1,25,12.294088747331006,12.911663277857476,12.455562120594927
GP,F,15,U,LE3,A,4,3,other,teacher,home,mother,4,2,2,yes,yes,no,yes,yes,no,no,no,3,5,3,4,5,2,3,9.851494450579871,15.838058029098267,16.30411878319982
GP,F,15,R,GT3,A,0,4,services,other,other,mother,2,1,1,yes,yes,no,yes,no,no,no,yes,2,4,4,1,1,1,27,7.6670092997318475,10.802020849860877,8.197117948030721
MS,F,15,U,GT3,T,1,3,services,health,reputation,other,2,1,1,yes,no,no,yes,yes,no,no,yes,5,4,5,1,1,4,3,9.01395124696153,15.65917761876279,15.297130311463706
GP,M,15,R,LE3,T,4,4,services,services,reputation,father,1,2,1,no,no,yes,no,yes,no,yes,no,4,5,4,2,3,4,2,18.137679886569096,11.653039701043797,16.913616580971905
MS,F,22,R,LE3,T,0,1,other,services,reputation,other,3,2,2,yes,yes,yes,no,yes,yes,yes,no,4,3,4,2,1,2,25,15.637153358669256,13.016788154399034,17.269401913995083
GP,M,19,U,LE3,A,2,3,at_home,other,other,other,3,1,0,yes,no,no,no,no,no,yes,no,5,4,5,2,1,2,5,5.9563872255429136,11.648687831732316,10.77495820928577
MS,M,15,U,GT3,T,3,0,at_home,at_home,reputation,father,1,3,2,yes,no,yes,no,no,no,no,yes,4,5,2,2,2,3,4,11.434902460141034,13.094486366826494,14.876508035414183
MS,F,19,U,GT3,T,3,3,teacher,at_home,reputation,father,3,4,3,yes,yes,yes,yes,no,yes,yes,no,1,2,1,5,1,3,10,11.653551310825106,13.616222777027847,15.869135803038631
MS,F,19,U,LE3,T,2,1,other,at_home,home,mother,1,4,2,no,yes,no,yes,no,yes,yes,yes,4,4,4,1,1,1,24,11.20188824656876,13.925432268000694,13.114876171707774
GP,M,21,R,LE3,A,1,3,teacher,health,home,father,2,4,0,no,no,no,yes,no,yes,no,no,1,3,1,1,2,1,8,10.0083314831605,12.009733032234598,12.440515704912261
MS,M,15,R,GT3,T,4,4,other,other,course,other,2,3,0,yes,yes,no,no,yes,yes,yes,no,5,1,3,2,1,2,2,14.241201956921493,2.0076419568160997,11.665466284972625
GP,M,17,R,LE3,A,3,4,teacher,other,course,other,4,1,3,no,yes,no,no,no,no,no,yes,4,2,4,3,1,1,28,14.828087002497822,13.786614966599805,13.521466734682162
GP,F,18,U,LE3,A,2,1,health,at_home,course,father,1,2,1,no,no,no,yes,yes,no,yes,yes,4,3,3,2,3,5,8,15.147002103196202,6.089134151843508,14.141943805988756
GP,M,16,R,GT3,A,2,2,services,at_home,course,other,2,1,0,no,no,yes,yes,yes,yes,yes,yes,1,3,2,4,1,4,28,12.990324030345455,10.179344214848662,12.05089187970615
GP,F,19,U,LE3,A,1,4,services,teacher,home,mother,2,1,0,no,no,no,no,yes,yes,yes,no,1,3,4,3,1,1,11,13.8259690159024,4.826274396235984,10.543033702919688
MS,M,20,U,GT3,A,1,0,at_home,teacher,home,other,1,2,0,yes,no,no,no,no,no,yes,no,3,2,3,4,3,1,2,10.966539705137762,17.095659618201665,15.528023650913251
MS,M,20,U,LE3,A,0,1,health,services,home,mother,2,3,3,no,yes,no,no,no,no,yes,no,2,3,3,3,2,3,19,7.270682419436732,13.251910384510852,11.873927457293751
GP,F,18,U,LE3,T,3,3,services,services,reputation,other,3,4,0,no,yes,no,no,no,no,no,yes,4,1,2,4,1,5,16,7.191747337503324,11.022564652530798,12.268430588820163
GP,M,20,U,GT3,T,0,3,at_home,other,reputation,mother,2,4,1,yes,no,no,yes,no,no,yes,yes,2,4,1,2,5,1,20,9.444921526736254,16.25671220842555,14.212075709726221
MS,F,17,U,GT3,T,2,0,health,other,course,mother,1,1,3,yes,no,yes,no,no,yes,yes,yes,2,2,1,2,2,4,11,11.398281501324805,13.596086508352064,14.989352656685659
GP,F,20,R,LE3,A,4,4,services,health,reputation,father,3,3,1,yes,no,no,no,no,no,yes,yes,4,3,4,3,2,1,24,8.15055286374993,12.373772273826201,11.126953055657912
MS,M,16,U,GT3,T,4,1,teacher,health,other,mother,3,4,0,yes,no,yes,yes,no,yes,yes,no,1,5,2,4,1,2,17,8.610386950401999,13.18543299947072,13.254989742678982
GP,F,16,R,LE3,A,1,0,other,teacher,home,father,2,3,0,no,yes,no,yes,no,yes,yes,yes,3,4,4,5,3,5,3,10.864821921918594,10.853815537935844,15.366587483057435
GP,F,19,R,LE3,A,4,4,health,services,course,other,4,2,1,yes,yes,no,yes,yes,yes,yes,yes,5,2,1,3,2,1,9,14.59234317614992,8.280946692395965,13.92178802992118
MS,M,15,U,GT3,A,4,1,at_home,teacher,course,other,3,1,3,no,no,no,no,no,no,yes,no,4,5,2,3,3,5,17,13.002984760600572,14.882675025046382,16.550851088691214
GP,F,21,U,LE3,T,4,3,health,teacher,other,other,1,1,3,no,no,yes,no,yes,yes,no,no,4,5,5,1,5,1,29,9.409421810865982,11.787091590461861,11.581299259014443
MS,F,17,U,LE3,A,2,1,at_home,services,reputation,mother,4,3,1,yes,yes,no,no,yes,no,no,yes,5,3,2,3,3,4,7,12.139150673749631,6.72263341465794,13.394673947370645
GP,F,19,R,GT3,A,4,2,health,health,course,other,4,4,0,yes,yes,no,no,yes,yes,yes,yes,2,2,2,5,4,4,8,8.01406927731822,13.522130648290265,13.287656037781527
GP,M,17,U,GT3,T,4,1,at_home,services,reputation,other,3,3,2,no,yes,no,yes,yes,no,no,yes,3,3,5,2,3,5,18,9.409433600955861,12.122570163941456,11.98213974439227
GP,F,15,R,LE3,T,4,2,services,at_home,reputation,father,2,2,1,no,yes,no,yes,no,yes,yes,yes,2,1,3,4,2,3,12,7.028470919095297,17.09945891385709,14.089318124943246
MS,M,22,U,GT3,A,0,1,teacher,at_home,other,father,4,4,1,yes,no,no,no,no,yes,no,yes,5,5,3,1,3,3,24,13.286514893415843,12.805596956786157,13.883138901130094
GP,M,20,U,GT3,A,2,2,services,at_home,course,other,2,4,1,yes,yes,no,no,yes,no,yes,yes,5,1,3,4,3,2,5,11.15157820466362,8.456831173110702,13.894701549368804
GP,F,20,R,GT3,T,1,3,teacher,other,reputation,other,3,3,0,yes,yes,no,no,yes,no,yes,no,3,3,1,2,4,3,21,11.526832664790298,6.629542901409947,11.474780134290425
GP,F,21,R,GT3,T,0,4,services,health,reputation,mother,1,2,3,no,yes,yes,yes,yes,yes,no,no,5,4,2,3,4,5,6,14.417811373460552,15.79288376134603,17.62183497886671
GP,F,15,U,LE3,T,3,2,services,health,other,mother,4,4,0,no,no,no,no,no,yes,yes,no,5,5,5,5,1,3,27,9.008246296628721,11.809127799442939,13.398362246220854
MS,M,19,R,LE3,A,2,2,health,other,other,other,1,1,1,yes,no,no,yes,yes,no,no,no,3,4,1,1,2,2,20,13.400247702360861,9.402587212224352,13.055617469568428
MS,F,21,R,LE3,T,2,3,other,teacher,reputation,father,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,2,5,5,1,1,5,17.954762982461475,9.841004492473282,14.486055795011783
GP,F,15,R,GT3,T,3,2,at_home,at_home,other,other,2,4,0,yes,yes,yes,yes,no,no,yes,yes,2,5,1,5,4,3,10,9.053658372256896,15.895032288316065,14.545467375757637
MS,F,18,R,GT3,T,3,0,at_home,at_home,reputation,mother,1,3,1,no,no,yes,yes,yes,no,yes,yes,4,1,1,5,3,5,16,7.310943296110651,13.415427297761202,14.460425448495423
GP,F,16,R,GT3,A,3,3,at_home,teacher,course,father,3,4,0,no,no,no,no,no,yes,yes,yes,4,4,1,5,4,5,18,8.22647833198404,15.291532651146888,15.928834476965497
GP,F,21,U,GT3,T,1,0,teacher,services,home,father,3,1,2,yes,yes,yes,yes,no,no,no,no,2,2,5,2,5,2,27,13.16575586709781,12.73564411411312,12.953351808208787
GP,M,21,U,GT3,T,4,3,at_home,services,other,mother,4,2,0,yes,no,no,yes,yes,yes,yes,yes,4,5,4,5,3,2,24,17.238876601980273,9.490132951014361,14.17544451907324
MS,M,19,R,GT3,T,2,2,at_home,health,home,other,4,4,0,yes,yes,no,no,yes,no,no,yes,3,2,1,5,1,4,11,17.115987098692827,17.359731371936206,20.0
MS,F,17,U,GT3,T,4,0,health,other,reputation,other,3,1,3,no,no,yes,yes,yes,no,no,yes,2,1,3,2,3,4,20,14.534717767865127,10.826850822062724,14.01738372839127
MS,F,18,U,LE3,T,4,2,services,health,reputation,other,3,4,3,no,yes,no,no,no,yes,yes,yes,1,5,2,4,5,4,20,14.637889577038298,14.41323291277073,17.50203788738401
MS,F,19,R,LE3,A,3,3,at_home,services,reputation,mother,1,4,1,yes,yes,yes,yes,no,no,yes,no,4,2,4,2,4,1,23,13.393670704461451,15.25264561242409,17.230880865418957
MS,F,15,U,GT3,A,1,2,other,teacher,home,father,2,2,1,no,no,yes,yes,no,yes,no,yes,5,3,4,3,2,5,26,14.17529918609823,12.018798719745222,13.415805004427602
MS,M,15,R,GT3,A,0,0,at_home,health,reputation,mother,2,3,3,yes,yes,yes,yes,yes,no,no,no,2,5,5,2,2,4,26,12.91127384730278,8.660330830568817,12.003797800790661
MS,F,15,R,GT3,T,1,0,teacher,at_home,other,other,4,3,2,no,no,no,yes,yes,no,yes,yes,1,5,4,4,2,5,12,9.600707616636305,9.96552287085894,14.073450558729693
MS,M,22,U,LE3,A,4,2,teacher,at_home,course,mother,3,1,0,yes,no,no,no,yes,no,no,yes,5,5,5,3,4,2,17,17.140314027151717,14.031549429349278,16.250349915375573
MS,M,15,R,LE3,A,1,1,teacher,teacher,course,father,1,1,2,no,no,no,no,yes,no,no,yes,1,5,5,3,2,1,28,16.006295186908755,13.601460210755707,14.577037034126544
GP,F,17,R,GT3,A,3,3,at_home,services,other,mother,4,1,2,no,yes,no,no,yes,yes,no,no,4,3,3,1,5,2,6,9.669030497248253,15.90199010029681,15.044132107521282
MS,M,18,R,GT3,T,0,3,health,at_home,course,other,1,2,3,no,yes,no,yes,yes,no,yes,yes,5,1,1,5,4,5,24,13.945437980091738,15.417882673420042,15.956819343992466
MS,M,20,R,LE3,T,3,2,other,at_home,home,father,3,3,1,no,yes,no,yes,no,no,no,yes,4,3,4,3,2,4,22,16.383726681738583,9.141086925185377,13.341739073560182
MS,M,16,R,LE3,A,0,1,at_home,other,reputation,mother,3,1,0,yes,no,no,no,no,no,no,yes,5,3,1,3,1,2,27,13.256040386592911,16.33092442553878,13.545699366347144
MS,M,17,U,LE3,A,4,0,health,health,reputation,mother,3,1,1,no,yes,yes,no,no,yes,no,no,2,2,1,4,4,3,4,11.383928328363556,8.921471076109615,11.168933265399097
MS,F,17,U,LE3,T,0,4,health,services,reputation,father,2,4,2,yes,yes,no,no,yes,yes,no,no,3,4,1,3,4,1,28,16.289192178577053,13.784384119729822,13.780803401490282
MS,F,22,R,GT3,T,0,4,at_home,health,home,father,3,4,2,yes,yes,no,no,no,yes,yes,yes,3,4,5,4,3,5,15,12.766020300272793,19.264395398885426,20.0
MS,M,20,R,LE3,A,0,2,at_home,services,home,other,4,1,1,yes,yes,no,yes,no,yes,yes,no,1,2,1,5,2,4,21,10.116367382938426,12.937454994591912,10.84088818189684
MS,F,20,U,LE3,T,1,1,health,at_home,home,father,2,4,1,yes,no,yes,no,no,no,no,yes,5,3,4,1,1,2,3,8.549493479499622,6.6636548102544495,12.8680343695563
MS,F,16,R,GT3,A,1,1,health,other,other,other,1,4,3,no,yes,yes,yes,yes,no,no,yes,4,2,5,1,5,1,29,3.206709708862384,11.022307146342378,7.086721095991842
MS,F,16,U,LE3,T,4,3,health,health,home,mother,4,4,1,yes,no,yes,no,yes,no,no,no,2,5,4,5,4,4,27,17.919373997359617,18.524513121189543,19.543588243055385
MS,F,20,R,LE3,A,0,0,at_home,at_home,course,other,4,2,1,no,no,no,yes,no,yes,yes,yes,2,2,5,5,5,2,22,9.489445309537818,11.378709565390091,9.919183938387658
GP,F,15,R,LE3,A,2,1,health,services,other,mother,1,1,3,no,no,yes,no,yes,yes,yes,yes,2,2,2,2,5,5,0,14.891834547239004,15.980982100463729,19.420975177793437
GP,M,17,R,GT3,T,4,4,teacher,health,other,father,2,1,1,no,no,yes,no,yes,no,no,no,3,5,2,3,5,3,3,9.238828716493103,9.130129103676913,11.123586640598209
MS,F,19,R,LE3,A,0,0,at_home,health,other,mother,4,4,2,no,yes,no,yes,yes,no,no,no,4,4,2,3,3,3,2,12.500878843187381,10.932967958255864,15.578021036010721
MS,F,16,R,GT3,A,0,0,teacher,at_home,home,father,4,2,1,yes,yes,no,yes,yes,no,yes,no,2,5,2,3,5,5,28,13.349185426518334,11.352888066814169,12.863913196345983
GP,F,22,R,GT3,A,1,2,services,health,other,mother,4,4,0,no,yes,no,no,no,yes,no,no,2,1,5,4,2,1,3,8.282615928293195,17.852742513821482,16.648494994246462
